Priority,Enabled,Status,SourceMod,Category,Bucket,MatchedLocal,Score,ArchivePath,ArchiveScore,NexusID,NexusURL,DownloadFile
705,+,Present,The Great Town of Ivarstead SSE,User Interface,ui,The Great Town of Ivarstead SSE,1.000,,,34505,https://www.nexusmods.com/skyrimspecialedition/mods/34505,The Great Town of Ivarstead-34505-1-3-1734029353.zip
706,+,Present,The Great Town of Ivarstead Patch Collection,User Interface,ui,The Great Town of Ivarstead Patch Collection,1.000,,,36380,https://www.nexusmods.com/skyrimspecialedition/mods/36380,Great Town of Ivarstead Patch Collection-36380-3-1-2-1738314691.rar
707,+,Present,The Distinct Great Ivarstead Interiors (patch),User Interface,ui,The Distinct Great Ivarstead Interiors (patch),1.000,,,46021,https://www.nexusmods.com/skyrimspecialedition/mods/46021,Distinct Great Ivarstead Interiors-46021-2-0-1737586726.rar
708,+,Present,Optimized Cities of the North Meshes,User Interface,ui,Optimized Cities of the North Meshes,1.000,,,85242,https://www.nexusmods.com/skyrimspecialedition/mods/85242,CotN Optimized Meshes-85242-2-1-1720351127.7z
709,+,Missing,RYFTEN DOWN - 1A FULL,User Interface,ui,RYFTEN - Make Your Riften - Inner,0.444,,,60670,https://www.nexusmods.com/skyrimspecialedition/mods/60670,"E:/My Skyrim mods/Town, City, Places/RYFTEN DOWN - 1A FULL-60670-1-1-4-1770195521.7z"
711,+,Present,RYFTEN DOWN - Interesting NPCs (3DNPC) Patch,User Interface,ui,RYFTEN DOWN - Interesting NPCs (3DNPC) Patch,1.000,,,90202,https://www.nexusmods.com/skyrimspecialedition/mods/90202,RYFTEN DOWN - Interesting NPCs Patch-90202-1-0-1682670765.7z
712,+,Present,RYFTEN - Make Your Riften - Inner,User Interface,ui,RYFTEN - Make Your Riften - Inner,1.000,,,63340,https://www.nexusmods.com/skyrimspecialedition/mods/63340,RYFTEN - Make Your Riften - Inner-63340-1-0-4-1652206339.7z
713,+,Present,Kynareth Replaces Talos - Civil War Consequence,User Interface,ui,Kynareth Replaces Talos - Civil War Consequence,1.000,,,91440,https://www.nexusmods.com/skyrimspecialedition/mods/91440,Kynareth Replaces Talos FOMOD-91440-2-1-0-1726727837.zip
714,+,Present,Animated Ships,User Interface,ui,Animated Ships,1.000,,,110260,https://www.nexusmods.com/skyrimspecialedition/mods/110260,Animated Ships-110260-1-2-0-1709576413.7z
715,+,Present,Animated Ships Patches,User Interface,ui,Animated Ships Patches,1.000,,,111556,https://www.nexusmods.com/skyrimspecialedition/mods/111556,Animated Ships Patches FMOD All in One-111556-4-3-1710765053.rar
716,+,Present,Animated Carriage,User Interface,ui,Animated Carriage,1.000,,,112397,https://www.nexusmods.com/skyrimspecialedition/mods/112397,Animated Carriage-112397-1-1-0-1718044068.7z
717,+,Present,Animated Carriage for Northern Roads,User Interface,ui,Animated Carriage for Northern Roads,1.000,,,118850,https://www.nexusmods.com/skyrimspecialedition/mods/118850,Animated Carriage For Northern Roads-118850-1-1715091946.7z
718,+,Present,Striding Silt Strider,User Interface,ui,Striding Silt Strider,1.000,,,109619,https://www.nexusmods.com/skyrimspecialedition/mods/109619,Striding Silt Strider-109619-1-3-1707062998.7z
719,+,Present,A Lot More Idle Marker,User Interface,ui,A Lot More Idle Marker,1.000,,,28586,https://www.nexusmods.com/skyrimspecialedition/mods/28586,A Lot More Idle Marker-28586-2-5-1571118723.rar
720,+,Present,A Lot More Idle Marker - COTN Patches,User Interface,ui,A Lot More Idle Marker - COTN Patches,1.000,,,113633,https://www.nexusmods.com/skyrimspecialedition/mods/113633,A Lot More Idle Marker - COTN AIO-113633-1-0-1710080049.rar
721,+,Present,Spaghetti's Towns - Dragon Bridge,User Interface,ui,Spaghetti's Towns - Dragon Bridge,1.000,,,86302,https://www.nexusmods.com/skyrimspecialedition/mods/86302,Spaghetti's Towns - Dragon Bridge-86302-1-0-1677952003.zip
722,+,Present,Spaghetti's Cities - Solitude,User Interface,ui,Spaghetti's Cities - Solitude,1.000,,,80986,https://www.nexusmods.com/skyrimspecialedition/mods/80986,Spaghetti's Cities - Solitude-80986-1-2-1678579909.zip
723,+,MissingWithArchive,Project Porthole - Unique Doors For Unique Cities,User Interface,ui,[NoDelete] [Ambiance] The Sounds of Towns and Cities,0.519,E:\Games\Tsukiro2\Downloads\Project Porthole-149931-2-2-1747765932.zip,1.000,149931,https://www.nexusmods.com/skyrimspecialedition/mods/149931,Project Porthole-149931-2-2-1747765932.zip
725,+,Present,YASTM - Yet Another Soul Trap Manager,User Interface,ui,YASTM - Yet Another Soul Trap Manager,1.000,,,56144,https://www.nexusmods.com/skyrimspecialedition/mods/56144,YASTM (FOMOD)-56144-1-10-4-1671820148.7z
726,+,Present,Arctic - Frost Effects Redux,User Interface,ui,Arctic - Frost Effects Redux,1.000,,,29817,https://www.nexusmods.com/skyrimspecialedition/mods/29817,Arctic - Frost Effects Redux-29817-3-1-1663347430.7z
727,+,Present,Deadly Spell Impacts,User Interface,ui,Deadly Spell Impacts,1.000,,,12939,https://www.nexusmods.com/skyrimspecialedition/mods/12939,Deadly Spell Impacts v1.9-12939-1-9-0-1724962001.7z
728,+,Present,Voltage,User Interface,ui,Voltage,1.000,,,15565,https://www.nexusmods.com/skyrimspecialedition/mods/15565,Voltage 2K-15565-2.7z
729,+,Present,ElSopa HD - Dirt Blast SE,User Interface,ui,ElSopa HD - Dirt Blast SE,1.000,,,22342,https://www.nexusmods.com/skyrimspecialedition/mods/22342,1K ElSopa HD - Dirt Blast-22342-1-0-1546570596.7z
730,+,Present,Frozen Electrocuted Combustion [FEC],User Interface,ui,Frozen Electrocuted Combustion [FEC],1.000,,,3532,https://www.nexusmods.com/skyrimspecialedition/mods/3532,Frozen Electrocuted Combustion-3532-5-1-0-1668639002.7z
731,+,Present,Classic Paralysis,User Interface,ui,Classic Paralysis,1.000,,,45931,https://www.nexusmods.com/skyrimspecialedition/mods/45931,Classic Paralysis SE-45931-3-2-1-1637989053.7z
732,+,Present,Apocalypse - Magic of Skyrim,User Interface,ui,Apocalypse - Magic of Skyrim,1.000,,,1090,https://www.nexusmods.com/skyrimspecialedition/mods/1090,Apocalypse 10.2.2-1090-10-2-2-1758532942.zip
733,+,Present,Apocalypse - Magic of Skyrim - Settings Loader,User Interface,ui,Apocalypse - Magic of Skyrim - Settings Loader,1.000,,,56621,https://www.nexusmods.com/skyrimspecialedition/mods/56621,Apocalypse - Magic of Skyrim - Settings Loader-56621-2-2-0-1658946969.zip
734,+,Present,Apocalypse Spells For NPCS,User Interface,ui,Apocalypse Spells For NPCS,1.000,,,58017,https://www.nexusmods.com/skyrimspecialedition/mods/58017,Apocalypse spells for Spellcasters-58017-1-4-1674324477.7z
735,+,Present,Mysticism - A Magic Overhaul,User Interface,ui,Mysticism - A Magic Overhaul,1.000,,,27839,https://www.nexusmods.com/skyrimspecialedition/mods/27839,Mysticism - A Magic Overhaul-27839-2-4-2-1712790317.7z
736,+,Present,Mysticism - Jump Spell Addon,User Interface,ui,Mysticism - Jump Spell Addon,1.000,,,27839,https://www.nexusmods.com/skyrimspecialedition/mods/27839,Mysticism - Jump Spell Addon-27839-1-0-3-1677619634.7z
737,+,Present,Adamant - A Perk Overhaul,User Interface,ui,Adamant - A Perk Overhaul,1.000,,,30191,https://www.nexusmods.com/skyrimspecialedition/mods/30191,Adamant - A Perk Overhaul-30191-5-9-2-1715101901.7z
738,+,Present,Aetherius - A Race Overhaul,User Interface,ui,Aetherius - A Race Overhaul,1.000,,,26686,https://www.nexusmods.com/skyrimspecialedition/mods/26686,Aetherius - A Race Overhaul-26686-2-14-1-1719514447.7z
739,+,Present,Mundus - A Standing Stone Overhaul,User Interface,ui,Mundus - A Standing Stone Overhaul,1.000,,,33411,https://www.nexusmods.com/skyrimspecialedition/mods/33411,Mundus - A Standing Stone Overhaul-33411-1-14-2-1755449148.7z
740,+,Present,Sacrosanct - Vampires of Skyrim,User Interface,ui,Sacrosanct - Vampires of Skyrim,1.000,,,3928,https://www.nexusmods.com/skyrimspecialedition/mods/3928,Sacrosanct 6.0.0-3928-6-0-0-1689846876.zip
741,+,Present,Cover your head - Sacrosanct or Sacrilege or Scion,User Interface,ui,Cover your head - Sacrosanct or Sacrilege or Scion,1.000,,,53466,https://www.nexusmods.com/skyrimspecialedition/mods/53466,Cover Your Head - Sacrosanct-53466-1-1-1629539202.zip
742,+,Present,Manbeast - A Werewolf Overhaul,User Interface,ui,Manbeast - A Werewolf Overhaul,1.000,,,44746,https://www.nexusmods.com/skyrimspecialedition/mods/44746,Manbeast - A Werewolf Overhaul-44746-2-1-1-1700174116.rar
743,+,Present,Thaumaturgy - An Enchanting Overhaul,User Interface,ui,Thaumaturgy - An Enchanting Overhaul,1.000,,,57138,https://www.nexusmods.com/skyrimspecialedition/mods/57138,Thaumaturgy - An Enchanting Overhaul-57138-1-4-5-1701447165.7z
744,+,Present,Thaumaturgy - Jump Boots Addon,User Interface,armor-clothing,Thaumaturgy - Jump Boots Addon,1.000,,,57138,https://www.nexusmods.com/skyrimspecialedition/mods/57138,Thaumaturgy - Jump Boots Addon-57138-1-0-1-1655506379.7z
745,+,Present,Thaumaturgy - Weapon Enchantment XP Tweak,User Interface,ui,Thaumaturgy - Weapon Enchantment XP Tweak,1.000,,,57138,https://www.nexusmods.com/skyrimspecialedition/mods/57138,Thaumaturgy - Weapon Enchantment XP Tweak-57138-1-1-1703366128.7z
746,+,Present,CC Crossbows - Thaumaturgy Patch,User Interface,ui,CC Crossbows - Thaumaturgy Patch,1.000,,,110618,https://www.nexusmods.com/skyrimspecialedition/mods/110618,CC Crossbows - Thaumaturgy Patch-110618-1-0-1706775898.zip
747,+,Present,Pilgrim,User Interface,ui,Pilgrim,1.000,,,54099,https://www.nexusmods.com/skyrimspecialedition/mods/54099,Pilgrim - A Religion Overhaul-54099-1-2-2-1707509859.7z
748,+,Present,Forceful Tongue - Shouts Overhaul,User Interface,ui,Forceful Tongue - Shouts Overhaul,1.000,,,36276,https://www.nexusmods.com/skyrimspecialedition/mods/36276,Forceful Tongue - SimonRim Patch-36276-3-0-7-1657053536.7z
749,+,Present,Magic Sneak Attacks,User Interface,ui,Magic Sneak Attacks,1.000,,,67613,https://www.nexusmods.com/skyrimspecialedition/mods/67613,Magic Sneak Attacks-67613-1-3-0-1705662156.7z
750,+,Present,Enhanced Reanimation,User Interface,animations,Enhanced Reanimation,1.000,,,43500,https://www.nexusmods.com/skyrimspecialedition/mods/43500,Enhanced Reanimation-43500-1-5-1-1665607585.7z
751,+,Present,Apothecary - An Alchemy Overhaul,User Interface,ui,Apothecary - An Alchemy Overhaul,1.000,,,52130,https://www.nexusmods.com/skyrimspecialedition/mods/52130,Apothecary - An Alchemy Overhaul-52130-1-3-4-1682360065.7z
752,+,Present,aljos Apothecary Patches,User Interface,ui,aljos Apothecary Patches,1.000,,,79641,https://www.nexusmods.com/skyrimspecialedition/mods/79641,aljos Apothecary Patches-79641-2-0-1679169333.7z
753,+,Present,FleshFX,User Interface,ui,FleshFX,1.000,,,27456,https://www.nexusmods.com/skyrimspecialedition/mods/27456,FleshFX-27456-1-1-1563474180.7z
754,+,Present,Arcane Accessories - Rebalance Patch,User Interface,ui,Arcane Accessories - Rebalance Patch,1.000,,,61559,https://www.nexusmods.com/skyrimspecialedition/mods/61559,Adamant Patch-61559-1-6-1675645522.zip
755,+,Present,Alchemy Recipe Expansion (Base Game - DLC - Rare Curios - Improvements - Fixes),User Interface,ui,Alchemy Recipe Expansion (Base Game - DLC - Rare Curios - Improvements - Fixes),1.000,,,85139,https://www.nexusmods.com/skyrimspecialedition/mods/85139,Leveled List Patch - Apothecary - An Alchemy Overhaul (RELZ)-85139-2-0-0-1676918818.7z
756,+,Present,Recipe Auto-Learn,User Interface,ui,Recipe Auto-Learn,1.000,,,84909,https://www.nexusmods.com/skyrimspecialedition/mods/84909,Recipes 1.1.1-84909-1-1-1-1677267647.rar
757,+,Present,Saints and Seducers - Mysticism Rebalance,User Interface,ui,Saints and Seducers - Mysticism Rebalance,1.000,,,81950,https://www.nexusmods.com/skyrimspecialedition/mods/81950,ECSS - Mysticism Rebalance-81950-2-2-1716669154.zip
758,+,Present,Wyrmstooth - Mysticism Consistency Patch,User Interface,ui,Wyrmstooth - Mysticism Consistency Patch,1.000,,,80993,https://www.nexusmods.com/skyrimspecialedition/mods/80993,Wyrmstooth Mysticism Consistency Patch-80993-1-0-1671480030.rar
759,+,Present,Simonrim Attack Speed Fix,User Interface,ui,Simonrim Attack Speed Fix,1.000,,,30191,https://www.nexusmods.com/skyrimspecialedition/mods/30191,Simonrim Attack Speed Fix-30191-1-0-0-1674102606.7z
760,+,Present,Vampire Feeding Tweaks,User Interface,ui,Vampire Feeding Tweaks,1.000,,,47225,https://www.nexusmods.com/skyrimspecialedition/mods/47225,Vampire Feeding Tweaks-47225-1-13-1736167313.zip
761,+,Present,No Force for Illusion Spells,User Interface,ui,No Force for Illusion Spells,1.000,,,38700,https://www.nexusmods.com/skyrimspecialedition/mods/38700,No Force for Illusion Spells-38700-0-1-1595812530.rar
762,+,Present,FleshFX Patches for Simonrim,User Interface,ui,FleshFX Patches for Simonrim,1.000,,,100994,https://www.nexusmods.com/skyrimspecialedition/mods/100994,FleshFX Patches Fomod-100994-1-0-0-1695213123.7z
763,+,Present,Magicka Sabers,User Interface,ui,Magicka Sabers,1.000,,,92440,https://www.nexusmods.com/skyrimspecialedition/mods/92440,1_Lightsabers-92440-1-53-1686279778.zip
764,+,Present,Immersive Illusion Spells,User Interface,ui,Immersive Illusion Spells,1.000,,,142357,https://www.nexusmods.com/skyrimspecialedition/mods/142357,Immersive Illusion Spells-142357-1-2-1740504624.rar
765,+,Present,Simple Object Stasis - Paralysis Prevents Physics Mess,User Interface,ui,Simple Object Stasis - Paralysis Prevents Physics Mess,1.000,,,148503,https://www.nexusmods.com/skyrimspecialedition/mods/148503,Paralysis Prevents Physics Mess-148503-0-1-1745476468.7z
766,+,Present,Mysterium Xarxes - A SimonRim Addon for The Cause,User Interface,ui,Mysterium Xarxes - A SimonRim Addon for The Cause,1.000,,,153992,https://www.nexusmods.com/skyrimspecialedition/mods/153992,Mysterium Xarxes - Main File-153992-1-01-1751450667.7z
768,+,Present,Timing is Everything SE,User Interface,ui,Timing is Everything SE,1.000,,,25464,https://www.nexusmods.com/skyrimspecialedition/mods/25464,Timing is Everything SE - FISS version-25464-2-2FFF-1631585708.7z
769,+,Present,Caught Red Handed - Quest Expansion,User Interface,quests-followers,Caught Red Handed - Quest Expansion,1.000,,,65708,https://www.nexusmods.com/skyrimspecialedition/mods/65708,Caught Red Handed - Quest Expansion-65708-1-06-1720799133.zip
770,+,Present,Nilheim - Misc Quest Expansion,User Interface,quests-followers,Nilheim - Misc Quest Expansion,1.000,,,53792,https://www.nexusmods.com/skyrimspecialedition/mods/53792,Nilheim - Quest Expansion-53792-1-13-1705006092.rar
771,+,Present,Leaps of Faith - A Misc Quest,User Interface,quests-followers,Leaps of Faith - A Misc Quest,1.000,,,53074,https://www.nexusmods.com/skyrimspecialedition/mods/53074,Leaps of Faith-53074-1-05-1701557076.rar
772,+,Present,Headhunter - Bounties Redone,User Interface,ui,Headhunter - Bounties Redone,1.000,,,51847,https://www.nexusmods.com/skyrimspecialedition/mods/51847,Headhunter - Bounties Redone-51847-1-57-1747476111.zip
773,+,Present,Paarthurnax - Quest Expansion,User Interface,quests-followers,Paarthurnax - Quest Expansion,1.000,,,51711,https://www.nexusmods.com/skyrimspecialedition/mods/51711,Paarthurnax - Quest Expansion-51711-1-12-1682859219.zip
774,+,Present,House of Horrors - Quest Expansion,User Interface,quests-followers,House of Horrors - Quest Expansion,1.000,,,57285,https://www.nexusmods.com/skyrimspecialedition/mods/57285,House of Horrors - Quest Expansion-57285-1-13-1719773490.zip
775,+,Present,The Only Cure - Quest Expansion,User Interface,quests-followers,The Only Cure - Quest Expansion,1.000,,,57683,https://www.nexusmods.com/skyrimspecialedition/mods/57683,The Only Cure - Quest Expansion-57683-1-05-1730790302.zip
776,+,Present,Thieves Guild Requirements SE,User Interface,ui,Thieves Guild Requirements SE,1.000,,,33256,https://www.nexusmods.com/skyrimspecialedition/mods/33256,Thieves Guild Requirements SE - Droppable Stones-33256-5-0-1644551111.zip
777,+,Present,Thieves Guild Requirements SE - Settings Loader,User Interface,ui,Thieves Guild Requirements SE - Settings Loader,1.000,,,58233,https://www.nexusmods.com/skyrimspecialedition/mods/58233,Thieves Guild Reformation - Taking Care of Business - Settings Loader-58233-2-0-0-1644601507.zip
778,+,Present,Choose Your Own Arch-Mage,User Interface,ui,Choose Your Own Arch-Mage,1.000,,,30887,https://www.nexusmods.com/skyrimspecialedition/mods/30887,Choose Your Own Arch-Mage-30887-1-0-01-1577640933.7z
779,+,Present,Improved Companions - Questline Tweaks,User Interface,quests-followers,Improved Companions - Questline Tweaks,1.000,,,22300,https://www.nexusmods.com/skyrimspecialedition/mods/22300,Companions Questline Tweaks - Beta-22300-1-1-1546471344.zip
780,+,Present,The Choice is Yours,User Interface,ui,The Choice is Yours,1.000,,,3850,https://www.nexusmods.com/skyrimspecialedition/mods/3850,The Choice is Yours-3850-2-7-1686717377.7z
781,+,Present,Rebalancing Anniversary Edition - Quest Requirements,User Interface,quests-followers,Rebalancing Anniversary Edition - Quest Requirements,1.000,,,61004,https://www.nexusmods.com/skyrimspecialedition/mods/61004,COTN Falkreath Patch-61004-2-01-1641842527.rar
782,+,Present,Misc. College of Winterhold Tweaks,User Interface,ui,Misc. College of Winterhold Tweaks,1.000,,,22653,https://www.nexusmods.com/skyrimspecialedition/mods/22653,Misc. College of Winterhold Tweaks-22653-1-5-1-1585328122.7z
783,+,Missing,Homes Under the Warhammer,User Interface,ui,Hrothmund the Red Enhanced Voice,0.526,,,67444,https://www.nexusmods.com/skyrimspecialedition/mods/67444,Tundra Homestead-67444-1-0-0-1655329015.7z
784,+,Present,Creation Club Farming - Tweaks Enhancements and Quest Expansion,User Interface,quests-followers,Creation Club Farming - Tweaks Enhancements and Quest Expansion,1.000,,,69029,https://www.nexusmods.com/skyrimspecialedition/mods/69029,CC Farming - Tweaks and Enhancements-69029-1-5-1-1743293057.7z
785,+,Present,Say No To Calcelmo,User Interface,ui,Say No To Calcelmo,1.000,,,69991,https://www.nexusmods.com/skyrimspecialedition/mods/69991,Say No To Calcelmo-69991-0-1-1655756231.7z
786,+,Present,Listen - Dark Brotherhood Radiant Quests,User Interface,quests-followers,Listen - Dark Brotherhood Radiant Quests,1.000,,,59659,https://www.nexusmods.com/skyrimspecialedition/mods/59659,Listen-59659-1-0-1-1645298122.zip
787,+,Present,Alikr Accusation Happens Only Once,User Interface,ui,Alikr Accusation Happens Only Once,1.000,,,35830,https://www.nexusmods.com/skyrimspecialedition/mods/35830,Alikr Accusation Happens Only Once-35830-2-0-1592122664.7z
