Priority,Enabled,Status,SourceMod,Category,Bucket,MatchedLocal,Score,ArchivePath,ArchiveScore
606,+,Present,Improved Barstool Exit Animation,Camera,animations,Improved Barstool Exit Animation,1.000,,
607,+,Present,Axarien's Animations - Custom Followers - Val Serano Inigo Lucien Kaidan Auri Bishop,Camera,animations,Axarien's Animations - Custom Followers - Val Serano Inigo Lucien Kaidan Auri Bishop,1.000,,
608,+,Present,SkyParkour v3 - Procedural Parkour and Climbing Framework (SPPF),Camera,bugfix-utility,SkyParkour v3 - Procedural Parkour and Climbing Framework (SPPF),1.000,,
609,+,Present,GSPoses SE,Camera,animations,GSPoses SE,1.000,,
610,+,Present,Labor Animations (Open Animation Replacer),Camera,animations,Labor Animations (Open Animation Replacer),1.000,,
611,+,Present,Unlocked 1st Person Combat,Camera,camera,Unlocked 1st Person Combat,1.000,,
612,+,Present,Brastia Exhausted Idles and Bleedout Idles and Pose Pack,Camera,animations,Brastia Exhausted Idles and Bleedout Idles and Pose Pack,1.000,,
613,+,Present,Super Fast Get Up Animation,Camera,animations,Super Fast Get Up Animation,1.000,,
614,+,Present,Blind people DAR animations,Camera,animations,Blind people DAR animations,1.000,,
615,+,Present,Block Stuck Fix,Camera,bugfix-utility,Block Stuck Fix,1.000,,
616,+,Present,Smooth Random Blocking Animation 3.0,Camera,animations,Smooth Random Blocking Animation 3.0,1.000,,
617,+,Present,Dynamic Animation Casting - NG,Camera,animations,Dynamic Animation Casting - NG,1.000,,
618,+,Present,Draw Fix - Move Equip Animation Fix,Camera,animations,Draw Fix - Move Equip Animation Fix,1.000,,
619,+,Present,Weapon Switch Animation Fix - Behavior Patch Version,Camera,animations,Weapon Switch Animation Fix - Behavior Patch Version,1.000,,
620,+,Present,Grain Mill Animation Fix,Camera,animations,Grain Mill Animation Fix,1.000,,
621,+,Present,EVG Conditional Idles,Camera,camera,EVG Conditional Idles,1.000,,
622,+,Present,P.A.I.A Expansion (Pregnancy and Inflation animations),Camera,animations,P.A.I.A Expansion (Pregnancy and Inflation animations),1.000,,
623,+,Present,Aroused Sexy Idles - OAR,Camera,adult-frameworks,Aroused Sexy Idles - OAR,1.000,,
624,+,Present,Dynamic Female Table Leaning,Camera,camera,Dynamic Female Table Leaning,1.000,,
625,+,Present,Dynamic Female Wall Leaning,Camera,camera,Dynamic Female Wall Leaning,1.000,,
626,+,Present,Dynamic Female Rail Leaning,Camera,camera,Dynamic Female Rail Leaning,1.000,,
627,+,Present,Dynamic Female Hand Warming,Camera,camera,Dynamic Female Hand Warming,1.000,,
628,+,Present,Offset Movement Animation - Nemesis - Modders Resource,Camera,animations,Offset Movement Animation - Nemesis - Modders Resource,1.000,,
629,+,Present,Smooth Random Jump Animation - Rework,Camera,animations,Smooth Random Jump Animation - Rework,1.000,,
630,+,Present,Malignis Animations - Random Idles Talk Barter,Camera,animations,Malignis Animations - Random Idles Talk Barter,1.000,,
631,+,Present,Drunk or drugged animations (DAR),Camera,animations,Drunk or drugged animations (DAR),1.000,,
632,+,Present,Grab and Eat - Eat directly from harvestable flora,Camera,graphics,Grab and Eat - Eat directly from harvestable flora,1.000,,
633,+,Present,Campfire Animations,Camera,animations,Campfire Animations,1.000,,
634,+,Present,Igniting Animation for Campfire,Camera,animations,Igniting Animation for Campfire,1.000,,
635,+,Present,Paired Animation Improvements,Camera,animations,Paired Animation Improvements,1.000,,
636,+,Present,Modern Female Sitting Animations Overhaul,Camera,animations,Modern Female Sitting Animations Overhaul,1.000,,
637,+,Present,Sonders Keyword Distribution Resources,Camera,camera,Sonders Keyword Distribution Resources,1.000,,
638,+,Present,Immersive folded hands (DAR),Camera,camera,Immersive folded hands (DAR),1.000,,
639,+,Present,Weapon Styles - DrawSheathe Animations for IED,Camera,animations,Weapon Styles - DrawSheathe Animations for IED,1.000,,
640,+,Present,Open Animation Replacer - IED Conditions,Camera,animations,Open Animation Replacer - IED Conditions,1.000,,
641,+,Present,Open Animation Replacer - Detection Plugin,Camera,animations,Open Animation Replacer - Detection Plugin,1.000,,
642,+,Present,Gunslicer Animations,Camera,animations,Gunslicer Animations,1.000,,
643,+,Present,Precision Trail Replacer - Simple,Camera,camera,Precision Trail Replacer - Simple,1.000,,
644,+,Present,Immersive Carcass Carrying,Camera,camera,Immersive Carcass Carrying,1.000,,
645,+,Present,Stand still in RaceMenu (OAR),Camera,ui,Stand still in RaceMenu (OAR),1.000,,
646,+,Present,Hunters Loot - and skin animals,Camera,camera,Hunters Loot - and skin animals,1.000,,
647,+,Present,First Person Animation Teleport Bug Fix,Camera,animations,First Person Animation Teleport Bug Fix,1.000,,
648,+,Present,Male Player Animations (DAR),Camera,animations,Male Player Animations (DAR),1.000,,
649,+,Present,Gesture Animation Remix (DAR),Camera,animations,Gesture Animation Remix (DAR),1.000,,
650,+,Present,NPC Animation Remix (DAR),Camera,animations,NPC Animation Remix (DAR),1.000,,
651,+,Present,P.A.I.A,Camera,camera,P.A.I.A,1.000,,
652,+,Present,EVG Animation Variance,Camera,animations,EVG Animation Variance,1.000,,
653,+,Present,Improved Table Transition Animations,Camera,animations,Improved Table Transition Animations,1.000,,
654,+,Present,Look Around - Searching Animations For NPCs,Camera,animations,Look Around - Searching Animations For NPCs,1.000,,
655,+,Present,Dead Thrall Animations,Camera,animations,Dead Thrall Animations,1.000,,
656,+,Present,Precision,Camera,camera,Precision,1.000,,
657,+,Present,Pandora Behaviour Engine,Camera,animations,Pandora Behaviour Engine,1.000,,
658,+,Present,Don't sheathe bound weapons DAR animations,Camera,animations,Don't sheathe bound weapons DAR animations,1.000,,
659,+,Present,Serana Guarded Idle Adjusted,Camera,camera,Serana Guarded Idle Adjusted,1.000,,
660,+,Present,Go to bed,Camera,camera,Go to bed,1.000,,
661,+,Present,Finally First Person Magic Animation,Camera,animations,Finally First Person Magic Animation,1.000,,
662,+,Present,Animation Motion Revolution,Camera,animations,Animation Motion Revolution,1.000,,
663,+,Present,Obscure Animations Overhaul,Camera,animations,Obscure Animations Overhaul,1.000,,
664,+,Present,Immersive Interactions - Animated Actions - Legacy Settings Loader,Camera,camera,Immersive Interactions - Animated Actions - Legacy Settings Loader,1.000,,
665,+,Present,Immersive Interactions - Skyrim Souls - Reduce Activation Delay,Camera,camera,Immersive Interactions - Skyrim Souls - Reduce Activation Delay,1.000,,
666,+,Present,Immersive Interactions - Animated Actions,Camera,camera,Immersive Interactions - Animated Actions,1.000,,
667,+,Present,Disable Turn Animation SE I AE,Camera,animations,Disable Turn Animation SE I AE,1.000,,
668,+,Present,Tools not weapons DAR animations,Camera,animations,Tools not weapons DAR animations,1.000,,
669,+,Present,Flute Animation Fix,Camera,animations,Flute Animation Fix,1.000,,
670,+,Present,Animated Whistling,Camera,camera,Animated Whistling,1.000,,
671,+,Present,Jarl Sitting Animation Replacer,Camera,animations,Jarl Sitting Animation Replacer,1.000,,
672,+,Present,Unbearable Taunt Animation,Camera,animations,Unbearable Taunt Animation,1.000,,
673,+,Present,Feral - Claw Unarmed Attacks for Beast Races - Vampires - Werewolves,Camera,camera,Feral - Claw Unarmed Attacks for Beast Races - Vampires - Werewolves,1.000,,
674,+,Present,Cross and Jab Special Edition (Better Unarmed Animations),Camera,animations,Cross and Jab Special Edition (Better Unarmed Animations),1.000,,
675,+,Present,OAR integration for Vanilla Sneak animations,Camera,animations,OAR integration for Vanilla Sneak animations,1.000,,
676,+,Present,Sleeping Expanded for Interesting NPCs (3DNPC),Camera,camera,Sleeping Expanded for Interesting NPCs (3DNPC),1.000,,
677,+,Present,Sleeping Expanded - Animations and NPC reactions,Camera,animations,Sleeping Expanded - Animations and NPC reactions,1.000,,
678,+,Present,Take a Seat - New DAR Sitting Animations,Camera,animations,Take a Seat - New DAR Sitting Animations,1.000,,
679,+,Present,Smooth Random Sprint Animation,Camera,animations,Smooth Random Sprint Animation,1.000,,
680,+,MissingWithArchive,Goetia Animations - Magic Spell Casting,Camera,animations,Goetia Animations - Sneak Magic,0.788,E:\Games\Tsukiro2\Downloads\Goetia Animations - Magic Spell Casting-70204-1-4-1656370500.7z,1.000
681,+,Present,Smooth Staff Animation,Camera,animations,Smooth Staff Animation,1.000,,
682,+,Present,Victoria's High Heel Walk by XP32,Camera,camera,Victoria's High Heel Walk by XP32,1.000,,
683,+,Present,Runway Walk Animation,Camera,animations,Runway Walk Animation,1.000,,
684,+,Present,Conditional Armor Type Animations,Camera,armor-clothing,Conditional Armor Type Animations,1.000,,
685,+,Present,Goetia Animations - Conditional Shouts,Camera,animations,Goetia Animations - Conditional Shouts,1.000,,
686,+,Present,Goetia Animations - Sneak Magic,Camera,animations,Goetia Animations - Sneak Magic,1.000,,
687,+,Present,Dynamic Relaxed sneak OAR,Camera,camera,Dynamic Relaxed sneak OAR,1.000,,
688,+,Present,Goetia Animations - Enchanted Staves,Camera,animations,Goetia Animations - Enchanted Staves,1.000,,
689,+,Present,Goetia Animations - Sprint,Camera,animations,Goetia Animations - Sprint,1.000,,
690,+,Present,Goetia Animations - Male Idle Walk And Run,Camera,animations,Goetia Animations - Male Idle Walk And Run,1.000,,
691,+,Present,Leviathan Animations II - Sprint,Camera,animations,Leviathan Animations II - Sprint,1.000,,
692,+,Present,Leviathan Animations II - Male Idle Walk And Run,Camera,animations,Leviathan Animations II - Male Idle Walk And Run,1.000,,
693,+,Present,Leviathan Animations II - Female Idle Walk And Run,Camera,animations,Leviathan Animations II - Female Idle Walk And Run,1.000,,
694,+,Present,Leviathan Animations - Two-Handed High Stance,Camera,animations,Leviathan Animations - Two-Handed High Stance,1.000,,
695,+,Present,Leviathan Animations - Two-Handed Normal Attacks,Camera,animations,Leviathan Animations - Two-Handed Normal Attacks,1.000,,
696,+,Present,Leviathan Animations - Two-Handed Power Attacks,Camera,animations,Leviathan Animations - Two-Handed Power Attacks,1.000,,
697,+,Present,Vanargand Animations - Female Idle Walk and Run,Camera,animations,Vanargand Animations - Female Idle Walk and Run,1.000,,
698,+,Present,Vanargand Animations - Male Idle Walk and Run,Camera,animations,Vanargand Animations - Male Idle Walk and Run,1.000,,
699,+,Present,Vanargand Animations II - Sprint,Camera,animations,Vanargand Animations II - Sprint,1.000,,
700,+,Present,Vanargand Animations - Sneak Thrust Attacks,Camera,animations,Vanargand Animations - Sneak Thrust Attacks,1.000,,
701,+,Present,Vanargand Animations - Sneak Strike Attacks,Camera,animations,Vanargand Animations - Sneak Strike Attacks,1.000,,
702,+,Present,Vanargand Animations - Sneak Archery,Camera,animations,Vanargand Animations - Sneak Archery,1.000,,
703,+,Present,Vanargand Animations - One Handed Power Attacks,Camera,animations,Vanargand Animations - One Handed Power Attacks,1.000,,
704,+,Present,Vanargand Animations - One Handed Normal Attacks,Camera,animations,Vanargand Animations - One Handed Normal Attacks,1.000,,
705,+,Present,Vanargand Animations - One Handed Mid Stance,Camera,animations,Vanargand Animations - One Handed Mid Stance,1.000,,
706,+,Present,Vanargand Animations - Dual Wield Sneak Thrusts,Camera,animations,Vanargand Animations - Dual Wield Sneak Thrusts,1.000,,
707,+,Present,Vanargand Animations - Dual Wield Sneak Strikes,Camera,animations,Vanargand Animations - Dual Wield Sneak Strikes,1.000,,
708,+,Present,Vanargand Animations - Dual Wield Attacks,Camera,animations,Vanargand Animations - Dual Wield Attacks,1.000,,
709,+,Present,Vanargand Animations - Sneak Crossbows,Camera,animations,Vanargand Animations - Sneak Crossbows,1.000,,
710,+,Present,Vanargand Animations - Crossbows,Camera,animations,Vanargand Animations - Crossbows,1.000,,
711,+,Present,Vanargand Animations - Archery,Camera,animations,Vanargand Animations - Archery,1.000,,
712,+,Present,Open Animation Replacer,Camera,animations,Open Animation Replacer,1.000,,
713,+,Present,Assorted Animation Fixes,Camera,animations,Assorted Animation Fixes,1.000,,
714,+,Present,TirwinMagecoreSPID,Animations,animations,TirwinMagecoreSPID,1.000,,
715,+,Present,Astrid - COCO Shadow Assassin,Animations,animations,Astrid - COCO Shadow Assassin,1.000,,
716,+,Present,Skinny's Armor Patches,Animations,armor-clothing,Skinny's Armor Patches,1.000,,
717,+,Present,Skyrim Needs Water,Animations,animations,Skyrim Needs Water,1.000,,
718,+,Present,Glasses Pack Vol. 1 - SPID Distribution,Animations,animations,Glasses Pack Vol. 1 - SPID Distribution,1.000,,
719,+,Present,Saints and Seducers Bugs Around Skyrim (FLM),Animations,animations,Saints and Seducers Bugs Around Skyrim (FLM),1.000,,
720,+,Present,Nature's Bounty - An Immersive Lore-Friendly Resource Gathering Integration Overhaul Redux for Good Guys Mod,Animations,animations,Nature's Bounty - An Immersive Lore-Friendly Resource Gathering Integration Overhaul Redux for Good Guys Mod,1.000,,
721,+,Present,Keyword Patch Collection,Animations,animations,Keyword Patch Collection,1.000,,
722,+,Present,SunJeong Ninirim Collection - Outfit Recognition Framework Patch and OSL Keywords,Animations,armor-clothing,SunJeong Ninirim Collection - Outfit Recognition Framework Patch and OSL Keywords,1.000,,
723,+,Present,Smith Armory Inventory Overhaul (SAIO),Animations,armor-clothing,Smith Armory Inventory Overhaul (SAIO),1.000,,
724,+,Present,Object Categorization Framework - Some KID Patches - I4,Animations,animations,Object Categorization Framework - Some KID Patches - I4,1.000,,
725,+,Present,OCF Keywords for CC Spell Pack,Animations,animations,OCF Keywords for CC Spell Pack,1.000,,
726,+,Present,Object Categorization Framework,Animations,animations,Object Categorization Framework,1.000,,
727,+,Present,Forgotten Containers (CID),Animations,animations,Forgotten Containers (CID),1.000,,
728,+,Present,FormList Patch Collection,Animations,animations,FormList Patch Collection,1.000,,
729,+,Present,Stormcloak Bikini Armors - SPID,Animations,armor-clothing,Stormcloak Bikini Armors - SPID,1.000,,
730,+,Present,MAGECORE - SPID,Animations,animations,MAGECORE - SPID,1.000,,
731,+,Present,OSL Keywords (KID) - Various Armor Patches,Animations,armor-clothing,OSL Keywords (KID) - Various Armor Patches,1.000,,
732,+,Present,Panties of Skyrim SPID,Animations,animations,Panties of Skyrim SPID,1.000,,
733,+,Present,Detailed NPCs - Ayleid Piercings for NPCs (SPID),Animations,animations,Detailed NPCs - Ayleid Piercings for NPCs (SPID),1.000,,
734,+,Present,Tamrielic Distribution,Animations,animations,Tamrielic Distribution,1.000,,
735,+,Present,Craftable Guard Items,Animations,animations,Craftable Guard Items,1.000,,
736,+,Present,Hold Guards Keep Armor SE,Animations,armor-clothing,Hold Guards Keep Armor SE,1.000,,
737,+,Present,Northern God Armor SPID,Animations,armor-clothing,Northern God Armor SPID,1.000,,
738,+,Present,More Plantable Plants for Creation Club,Animations,animations,More Plantable Plants for Creation Club,1.000,,
739,+,Present,Wyrmstooth - Plantable Plants,Animations,animations,Wyrmstooth - Plantable Plants,1.000,,
740,+,Present,Interesting NPCs SE (3DNPC) - Plantable Plants,Animations,animations,Interesting NPCs SE (3DNPC) - Plantable Plants,1.000,,
741,+,Present,Beyond Skyrim - Bruma - Growable Plants Patch,Animations,animations,Beyond Skyrim - Bruma - Growable Plants Patch,1.000,,
742,+,Present,CFTO - Warm Clothing - SPID,Animations,armor-clothing,CFTO - Warm Clothing - SPID,1.000,,
743,+,Present,Craft Salt from Rare Curio Ingredients,Animations,animations,Craft Salt from Rare Curio Ingredients,1.000,,
744,+,Present,Wyrmstooth - Creation Club Ingredient Patches,Animations,animations,Wyrmstooth - Creation Club Ingredient Patches,1.000,,
745,+,Present,Wyrmstooth Integration,Animations,animations,Wyrmstooth Integration,1.000,,
746,+,Present,Rare Curios - BS Bruma Synergy Patch,Animations,animations,Rare Curios - BS Bruma Synergy Patch,1.000,,
747,+,Present,Plague of the Dead - BS Bruma Synergy Patch,Animations,animations,Plague of the Dead - BS Bruma Synergy Patch,1.000,,
748,+,Present,Goblins - Spears Addon and Bruma Patch,Animations,animations,Goblins - Spears Addon and Bruma Patch,1.000,,
749,+,Present,SPID Bikini Armors for Female NPCs,Animations,armor-clothing,SPID Bikini Armors for Female NPCs,1.000,,
750,+,Present,Creation Club The Cause - BS Bruma Scamps Synergy,Animations,animations,Creation Club The Cause - BS Bruma Scamps Synergy,1.000,,
751,+,Present,Orcish Orc Strongholds - Creation Club Orcish Armors Integrated,Animations,armor-clothing,Orcish Orc Strongholds - Creation Club Orcish Armors Integrated,1.000,,
752,+,Present,Ghosts of the Tribunal - Solstheim Integration,Animations,animations,Ghosts of the Tribunal - Solstheim Integration,1.000,,
753,+,Present,Diverse Redguard Clothes - Creation Club Integration,Animations,armor-clothing,Diverse Redguard Clothes - Creation Club Integration,1.000,,
754,+,Present,Crossbow Integration (Including Creation Club),Animations,animations,Crossbow Integration (Including Creation Club),1.000,,
755,+,Present,Alternate Armors In Cyrodill,Animations,armor-clothing,Alternate Armors In Cyrodill,1.000,,
756,+,Present,Creation Club Integration - Armours,Animations,armor-clothing,Creation Club Integration - Armours,1.000,,
757,+,Present,Creation Club - Better Rare Curios,Animations,animations,Creation Club - Better Rare Curios,1.000,,
758,+,Present,Rare Curios - Bolts Expanded,Animations,animations,Rare Curios - Bolts Expanded,1.000,,
759,+,Present,Arena - An Encounter Zone Overhaul,Animations,animations,Arena - An Encounter Zone Overhaul,1.000,,
760,+,Present,Morrowloot Miscellania - Unleveled Uniques,Animations,animations,Morrowloot Miscellania - Unleveled Uniques,1.000,,
761,+,Present,Morrowloot Miscellania - Item Distribution,Animations,animations,Morrowloot Miscellania - Item Distribution,1.000,,
762,+,Present,Morrowloot Miscellania - Hybrid Loot,Animations,animations,Morrowloot Miscellania - Hybrid Loot,1.000,,
763,+,Present,Morrowloot Miscellania - Dremora Bound Weapons,Animations,animations,Morrowloot Miscellania - Dremora Bound Weapons,1.000,,
764,+,Present,Simply Knock Mini Patch for Take A Peek,Leveled Lists & Distribution,bugfix-utility,Simply Knock Mini Patch for Take A Peek,1.000,,
765,+,Present,Take a Peek - New Stealth Mechanic - Settings Loader,Leveled Lists & Distribution,leveled-lists-distribution,Take a Peek - New Stealth Mechanic - Settings Loader,1.000,,
766,+,Present,Take a Peek - New Stealth Mechanic,Leveled Lists & Distribution,leveled-lists-distribution,Take a Peek - New Stealth Mechanic,1.000,,
